Wavelength (nm),Absorbance,"Energy, eV",Direct transition,Indirect transition
700.0,0.002,1.7714285714285714,1.2551836734693877e-05,0.05952190473142759
700.5,0.002,1.7701641684511062,1.2533924733072785e-05,0.05950065828965435
701.0,0.002,1.768901569186876,1.251605104588717e-05,0.05947943458350753
701.5,0.002,1.7676407697790448,1.2498215563940216e-05,0.0594582335724674
702.0,0.002,1.7663817663817665,1.2480418178423878e-05,0.059437055216115246
702.5,0.002,1.7651245551601424,1.2462658780917164e-05,0.05941589947413306
703.0,0.002,1.763869132290185,1.2444937263384522e-05,0.0593947663063032
703.5,0.002,1.7626154939587775,1.242725351817418e-05,0.059373655672508116
704.0,0.002,1.7613636363636365,1.240960743801653e-05,0.05935256753272998
704.5,0.002,1.7601135557132719,1.2391998916022468e-05,0.05933150184705039
705.0,0.002,1.7588652482269505,1.237442784568181e-05,0.05931045857565005
705.5,0.002,1.7576187101346563,1.2356894120861655e-05,0.05928943767880847
706.0,0.002,1.7563739376770537,1.2339397635804796e-05,0.05926843911690359
706.5,0.002,1.7551309271054494,1.2321938285128138e-05,0.05924746285041157
707.0,0.002,1.7538896746817538,1.2304515963821074e-05,0.05922650883990637
707.5,0.002,1.7526501766784452,1.2287130567243941e-05,0.05920557704605953
708.0,0.002,1.7514124293785311,1.2269781991126433e-05,0.059184667429639765
708.5,0.002,1.7501764290755117,1.2252470131566041e-05,0.059163779951512764
709.0,0.002,1.7489421720733427,1.2235194885026486e-05,0.05914291457264078
709.5,0.002,1.7477096546863988,1.2217956148336206e-05,0.05912207125408241
710.0,0.002,1.7464788732394365,1.2200753818686768e-05,0.05910124995699222
710.5,0.002,1.745249824067558,1.218358779363137e-05,0.05908045064262049
711.0,0.002,1.7440225035161745,1.21664579710833e-05,0.05905967327231289
711.5,0.002,1.7427969079409698,1.2149364249314421e-05,0.05903891780751015
712.0,0.002,1.7415730337078652,1.2132306526953668e-05,0.05901818420974785
712.5,0.002,1.7403508771929825,1.2115284702985537e-05,0.05899747244065601
713.0,0.002,1.7391304347826086,1.2098298676748583e-05,0.05897678246195885
713.5,0.002,1.7379117028731605,1.2081348347933957e-05,0.05895611423547452
714.0,0.002,1.7366946778711485,1.206443361658389e-05,0.05893546772311472
714.5,0.002,1.735479356193142,1.2047554383090251e-05,0.05891484288688449
715.0,0.002,1.7342657342657342,1.2030710548193065e-05,0.05889423968888187
715.5,0.002,1.7330538085255067,1.2013902012979056e-05,0.05887365809129762
716.0,0.002,1.7318435754189945,1.1997128678880184e-05,0.058853098056414914
716.5,0.002,1.7306350314026517,1.1980390447672231e-05,0.058832559546609084
717.0,0.002,1.7294281729428174,1.1963687221473327e-05,0.0588120425243473
717.5,0.002,1.7282229965156795,1.1947018902742536e-05,0.05879154695218828
718.0,0.002,1.7270194986072422,1.1930385394278442e-05,0.058771072792782035
