Wavelength (nm),Absorbance
387.0,4.621
387.5,4.554
388.0,4.473
388.5,4.402
389.0,4.321
389.5,4.246
390.0,4.163
390.5,4.101
391.0,4.019
391.5,3.949
392.0,3.864
392.5,3.793
393.0,3.722
393.5,3.653
394.0,3.583
394.5,3.510
395.0,3.441
395.5,3.375
396.0,3.310
396.5,3.239
397.0,3.172
397.5,3.106
398.0,3.047
398.5,2.985
399.0,2.923
399.5,2.860
400.0,2.800
400.5,2.740
401.0,2.680
401.5,2.620
402.0,2.564
402.5,2.511
403.0,2.464
403.5,2.411
404.0,2.356
404.5,2.298
405.0,2.245
405.5,2.197
406.0,2.151
406.5,2.105
407.0,2.056
407.5,2.005
408.0,1.958
408.5,1.913
409.0,1.868
409.5,1.825
410.0,1.776
410.5,1.738
411.0,1.697
411.5,1.660
412.0,1.619
412.5,1.581
413.0,1.542
413.5,1.504
414.0,1.466
414.5,1.429
415.0,1.396
415.5,1.361
416.0,1.328
416.5,1.293
417.0,1.261
417.5,1.230
418.0,1.200
418.5,1.170
419.0,1.142
419.5,1.113
420.0,1.085
420.5,1.056
421.0,1.029
421.5,1.001
422.0,0.974
422.5,0.946
423.0,0.921
423.5,0.896
424.0,0.874
424.5,0.851
425.0,0.830
425.5,0.808
426.0,0.787
426.5,0.767
427.0,0.747
427.5,0.727
428.0,0.707
428.5,0.688
429.0,0.671
429.5,0.653
430.0,0.637
430.5,0.619
431.0,0.603
431.5,0.586
432.0,0.572
432.5,0.557
433.0,0.544
433.5,0.529
434.0,0.515
434.5,0.502
435.0,0.490
435.5,0.478
436.0,0.466
436.5,0.454
437.0,0.442
437.5,0.431
438.0,0.420
438.5,0.410
439.0,0.399
439.5,0.390
440.0,0.380
440.5,0.371
441.0,0.362
441.5,0.354
442.0,0.345
442.5,0.337
443.0,0.329
443.5,0.321
444.0,0.313
444.5,0.306
445.0,0.299
445.5,0.293
446.0,0.286
446.5,0.279
447.0,0.272
447.5,0.266
448.0,0.259
448.5,0.253
449.0,0.247
449.5,0.242
450.0,0.236
450.5,0.231
451.0,0.226
451.5,0.221
452.0,0.216
452.5,0.211
453.0,0.206
453.5,0.201
454.0,0.196
454.5,0.192
455.0,0.188
455.5,0.183
456.0,0.179
456.5,0.175
457.0,0.171
457.5,0.167
458.0,0.163
458.5,0.159
459.0,0.156
459.5,0.153
460.0,0.149
460.5,0.146
461.0,0.143
461.5,0.139
462.0,0.136
462.5,0.133
463.0,0.130
463.5,0.127
464.0,0.124
464.5,0.121
465.0,0.118
465.5,0.116
466.0,0.113
466.5,0.111
467.0,0.108
467.5,0.106
468.0,0.104
468.5,0.101
469.0,0.099
469.5,0.096
470.0,0.094
470.5,0.092
471.0,0.090
471.5,0.088
472.0,0.086
472.5,0.084
473.0,0.082
473.5,0.080
474.0,0.078
474.5,0.076
475.0,0.075
475.5,0.073
476.0,0.071
476.5,0.069
477.0,0.068
477.5,0.066
478.0,0.065
478.5,0.063
479.0,0.062
479.5,0.060
480.0,0.059
480.5,0.057
481.0,0.056
481.5,0.055
482.0,0.054
482.5,0.053
483.0,0.051
483.5,0.050
484.0,0.049
484.5,0.047
485.0,0.046
485.5,0.045
486.0,0.044
486.5,0.043
487.0,0.042
487.5,0.041
488.0,0.040
488.5,0.039
489.0,0.039
489.5,0.038
490.0,0.037
490.5,0.036
491.0,0.035
491.5,0.034
492.0,0.033
492.5,0.033
493.0,0.032
493.5,0.031
494.0,0.030
494.5,0.029
495.0,0.029
495.5,0.028
496.0,0.028
496.5,0.027
497.0,0.026
497.5,0.026
498.0,0.025
498.5,0.024
499.0,0.024
499.5,0.023
500.0,0.023
500.5,0.022
501.0,0.022
501.5,0.021
502.0,0.020
502.5,0.020
503.0,0.019
503.5,0.019
504.0,0.019
504.5,0.018
505.0,0.018
505.5,0.017
506.0,0.017
506.5,0.016
507.0,0.016
507.5,0.016
508.0,0.015
508.5,0.015
509.0,0.014
509.5,0.014
510.0,0.014
510.5,0.013
511.0,0.013
511.5,0.013
512.0,0.012
512.5,0.012
513.0,0.012
513.5,0.012
514.0,0.011
514.5,0.011
515.0,0.011
515.5,0.010
516.0,0.010
516.5,0.010
517.0,0.009
517.5,0.009
518.0,0.009
518.5,0.009
519.0,0.009
519.5,0.008
520.0,0.008
520.5,0.008
521.0,0.008
521.5,0.007
522.0,0.007
522.5,0.007
523.0,0.007
523.5,0.006
524.0,0.006
524.5,0.006
525.0,0.006
525.5,0.006
526.0,0.006
526.5,0.005
527.0,0.005
527.5,0.005
528.0,0.005
528.5,0.005
529.0,0.005
529.5,0.004
530.0,0.004
530.5,0.004
531.0,0.004
531.5,0.004
532.0,0.004
532.5,0.004
533.0,0.004
533.5,0.003
534.0,0.003
534.5,0.003
535.0,0.003
535.5,0.003
536.0,0.003
536.5,0.003
537.0,0.003
537.5,0.003
538.0,0.002
538.5,0.002
539.0,0.002
539.5,0.002
540.0,0.002
540.5,0.002
541.0,0.002
541.5,0.002
542.0,0.002
542.5,0.002
543.0,0.002
543.5,0.002
544.0,0.001
544.5,0.001
545.0,0.001
545.5,0.001
546.0,0.001
546.5,0.001
547.0,0.001
547.5,0.001
548.0,0.001
548.5,0.001
549.0,0.001
549.5,0.001
550.0,0.001
550.5,0.001
551.0,0.001
551.5,0.001
552.0,0.001
552.5,0.001
553.0,0.001
553.5,0.001
554.0,0.001
554.5,0.000
555.0,0.000
555.5,0.000
556.0,0.000
556.5,0.000
557.0,0.000
557.5,0.000
558.0,0.000
558.5,0.000
559.0,0.000
559.5,0.000
560.0,0.000
560.5,0.000
561.0,0.000
561.5,0.000
562.0,0.000
562.5,0.000
563.0,0.000
563.5,0.000
564.0,0.000
564.5,0.000
565.0,0.000
565.5,0.000
566.0,0.000
566.5,0.000
567.0,0.000
567.5,0.000
568.0,0.000
568.5,0.000
569.0,0.000
569.5,0.000
570.0,0.000
570.5,0.000
571.0,0.000
571.5,0.000
572.0,0.000
572.5,0.000
573.0,0.000
573.5,0.000
574.0,0.000
574.5,0.000
575.0,0.000
575.5,0.000
576.0,0.000
576.5,0.000
577.0,0.000
577.5,0.000
578.0,0.000
578.5,0.000
579.0,0.000
579.5,0.000
580.0,0.000
580.5,0.000
581.0,0.000
581.5,0.000
582.0,0.000
582.5,0.000
583.0,0.000
583.5,0.000
584.0,0.000
584.5,0.000
585.0,0.000
585.5,0.000
586.0,0.000
586.5,0.000
587.0,0.000
587.5,0.000
588.0,0.000
588.5,0.000
589.0,0.000
589.5,0.000
590.0,0.000
590.5,0.000
591.0,0.000
591.5,0.000
592.0,0.000
592.5,0.000
593.0,0.000
593.5,0.000
594.0,0.000
594.5,0.000
595.0,0.000
595.5,0.000
596.0,0.001
596.5,0.001
597.0,0.001
597.5,0.001
598.0,0.001
598.5,0.001
599.0,0.001
599.5,0.001
600.0,0.001
600.5,0.001
601.0,0.001
601.5,0.001
602.0,0.001
602.5,0.001
603.0,0.001
603.5,0.001
604.0,0.001
604.5,0.001
605.0,0.001
605.5,0.001
606.0,0.001
606.5,0.001
607.0,0.001
607.5,0.001
608.0,0.001
608.5,0.001
609.0,0.001
609.5,0.001
610.0,0.001
610.5,0.001
611.0,0.001
611.5,0.001
612.0,0.001
612.5,0.001
613.0,0.001
613.5,0.001
614.0,0.001
614.5,0.001
615.0,0.001
615.5,0.001
616.0,0.001
616.5,0.001
617.0,0.001
617.5,0.001
618.0,0.001
618.5,0.001
619.0,0.001
619.5,0.001
620.0,0.001
620.5,0.001
621.0,0.001
621.5,0.001
622.0,0.001
622.5,0.002
623.0,0.001
623.5,0.002
624.0,0.002
624.5,0.002
625.0,0.002
625.5,0.002
626.0,0.002
626.5,0.002
627.0,0.002
627.5,0.002
628.0,0.002
628.5,0.002
629.0,0.002
629.5,0.002
630.0,0.002
630.5,0.002
631.0,0.002
631.5,0.002
632.0,0.002
632.5,0.002
633.0,0.002
633.5,0.002
634.0,0.002
634.5,0.002
635.0,0.002
635.5,0.002
636.0,0.002
636.5,0.002
637.0,0.002
637.5,0.002
638.0,0.002
638.5,0.002
639.0,0.002
639.5,0.002
640.0,0.002
640.5,0.002
641.0,0.002
641.5,0.002
642.0,0.002
642.5,0.002
643.0,0.002
643.5,0.002
644.0,0.002
644.5,0.002
645.0,0.002
645.5,0.002
646.0,0.002
646.5,0.002
647.0,0.002
647.5,0.002
648.0,0.002
648.5,0.002
649.0,0.002
649.5,0.002
650.0,0.002
650.5,0.002
651.0,0.002
651.5,0.002
652.0,0.002
652.5,0.002
653.0,0.002
653.5,0.002
654.0,0.002
654.5,0.002
655.0,0.002
655.5,0.002
656.0,0.003
656.5,0.003
657.0,0.003
657.5,0.003
658.0,0.003
658.5,0.003
659.0,0.003
659.5,0.003
660.0,0.003
660.5,0.003
661.0,0.003
661.5,0.003
662.0,0.003
662.5,0.003
663.0,0.003
663.5,0.003
664.0,0.003
664.5,0.003
665.0,0.003
665.5,0.003
666.0,0.003
666.5,0.003
667.0,0.003
667.5,0.003
668.0,0.003
668.5,0.003
669.0,0.003
669.5,0.003
670.0,0.003
670.5,0.003
671.0,0.003
671.5,0.003
672.0,0.003
672.5,0.003
673.0,0.003
673.5,0.003
674.0,0.003
674.5,0.003
675.0,0.003
675.5,0.003
676.0,0.003
676.5,0.003
677.0,0.003
677.5,0.003
678.0,0.003
678.5,0.003
679.0,0.003
679.5,0.003
680.0,0.003
680.5,0.003
681.0,0.003
681.5,0.003
682.0,0.003
682.5,0.003
683.0,0.003
683.5,0.003
684.0,0.003
684.5,0.003
685.0,0.003
685.5,0.003
686.0,0.003
686.5,0.003
687.0,0.003
687.5,0.003
688.0,0.003
688.5,0.003
689.0,0.003
689.5,0.003
690.0,0.003
690.5,0.003
691.0,0.003
691.5,0.003
692.0,0.003
692.5,0.003
693.0,0.003
693.5,0.003
694.0,0.003
694.5,0.003
695.0,0.003
695.5,0.003
696.0,0.003
696.5,0.003
697.0,0.003
697.5,0.003
698.0,0.003
698.5,0.003
699.0,0.003
699.5,0.003
700.0,0.003
700.5,0.003
701.0,0.004
701.5,0.004
702.0,0.004
702.5,0.003
703.0,0.003
703.5,0.003
704.0,0.003
704.5,0.003
705.0,0.004
705.5,0.003
706.0,0.004
706.5,0.004
707.0,0.004
707.5,0.004
708.0,0.004
708.5,0.004
709.0,0.004
709.5,0.004
710.0,0.004
710.5,0.004
711.0,0.004
711.5,0.004
712.0,0.004
712.5,0.004
713.0,0.004
713.5,0.004
714.0,0.004
714.5,0.004
715.0,0.004
715.5,0.004
716.0,0.004
716.5,0.004
717.0,0.004
717.5,0.004
718.0,0.004
718.5,0.004
719.0,0.004
719.5,0.004
720.0,0.004
720.5,0.004
721.0,0.004
721.5,0.004
722.0,0.004
722.5,0.004
723.0,0.004
723.5,0.004
724.0,0.004
724.5,0.004
725.0,0.004
725.5,0.004
726.0,0.004
726.5,0.004
727.0,0.004
727.5,0.004
728.0,0.004
728.5,0.004
729.0,0.004
729.5,0.004
730.0,0.004
730.5,0.004
731.0,0.004
731.5,0.004
732.0,0.004
732.5,0.004
733.0,0.004
733.5,0.004
734.0,0.004
734.5,0.004
735.0,0.004
735.5,0.004
736.0,0.004
736.5,0.004
737.0,0.004
737.5,0.004
738.0,0.004
738.5,0.004
739.0,0.004
739.5,0.004
740.0,0.004
740.5,0.004
741.0,0.004
741.5,0.004
742.0,0.004
742.5,0.004
743.0,0.004
743.5,0.004
744.0,0.004
744.5,0.004
745.0,0.004
745.5,0.004
746.0,0.004
746.5,0.004
747.0,0.004
747.5,0.004
748.0,0.004
748.5,0.004
749.0,0.004
749.5,0.004
750.0,0.004
750.5,0.004
751.0,0.004
751.5,0.004
752.0,0.004
752.5,0.004
753.0,0.004
753.5,0.004
754.0,0.004
754.5,0.004
755.0,0.004
755.5,0.004
756.0,0.004
756.5,0.004
757.0,0.004
757.5,0.004
758.0,0.004
758.5,0.004
759.0,0.004
759.5,0.004
760.0,0.004
760.5,0.004
761.0,0.004
761.5,0.004
762.0,0.004
762.5,0.004
763.0,0.004
763.5,0.004
764.0,0.004
764.5,0.004
765.0,0.004
765.5,0.004
766.0,0.004
766.5,0.004
767.0,0.004
767.5,0.004
768.0,0.004
768.5,0.004
769.0,0.004
769.5,0.004
770.0,0.004
770.5,0.004
771.0,0.004
771.5,0.004
772.0,0.004
772.5,0.004
773.0,0.004
773.5,0.004
774.0,0.004
774.5,0.004
775.0,0.004
775.5,0.004
776.0,0.004
776.5,0.004
777.0,0.004
777.5,0.004
778.0,0.004
778.5,0.004
779.0,0.004
779.5,0.004
780.0,0.004
780.5,0.004
781.0,0.004
781.5,0.005
782.0,0.005
782.5,0.004
783.0,0.004
783.5,0.004
784.0,0.005
784.5,0.005
785.0,0.005
785.5,0.004
786.0,0.004
786.5,0.004
787.0,0.004
787.5,0.004
788.0,0.004
788.5,0.004
789.0,0.004
789.5,0.005
790.0,0.005
790.5,0.004
791.0,0.005
791.5,0.005
792.0,0.005
792.5,0.004
793.0,0.004
793.5,0.004
794.0,0.004
794.5,0.004
795.0,0.005
795.5,0.005
796.0,0.005
796.5,0.005
797.0,0.004
797.5,0.004
798.0,0.004
798.5,0.004
799.0,0.005
799.5,0.005
800.0,0.005
800.5,0.005
801.0,0.005
801.5,0.005
802.0,0.004
802.5,0.005
803.0,0.005
803.5,0.005
804.0,0.005
804.5,0.005
805.0,0.005
805.5,0.005
806.0,0.005
806.5,0.005
807.0,0.005
807.5,0.005
808.0,0.005
808.5,0.005
809.0,0.005
809.5,0.005
810.0,0.005
810.5,0.005
811.0,0.005
811.5,0.005
812.0,0.005
812.5,0.005
813.0,0.005
813.5,0.005
814.0,0.005
814.5,0.005
815.0,0.005
815.5,0.005
816.0,0.005
816.5,0.005
817.0,0.005
817.5,0.005
818.0,0.005
818.5,0.005
819.0,0.005
819.5,0.005
820.0,0.005
820.5,0.005
821.0,0.005
821.5,0.005
822.0,0.005
822.5,0.005
823.0,0.005
823.5,0.005
824.0,0.005
824.5,0.005
825.0,0.005
825.5,0.005
826.0,0.005
826.5,0.005
827.0,0.005
827.5,0.005
828.0,0.005
828.5,0.005
829.0,0.005
829.5,0.005
830.0,0.005
830.5,0.005
831.0,0.005
831.5,0.005
832.0,0.005
832.5,0.005
833.0,0.005
833.5,0.005
834.0,0.005
834.5,0.005
835.0,0.005
835.5,0.005
836.0,0.005
836.5,0.005
837.0,0.005
837.5,0.005
838.0,0.005
838.5,0.005
839.0,0.005
839.5,0.005
840.0,0.005
840.5,0.005
841.0,0.005
841.5,0.005
842.0,0.005
842.5,0.005
843.0,0.005
843.5,0.005
844.0,0.005
844.5,0.005
845.0,0.005
845.5,0.005
846.0,0.005
846.5,0.005
847.0,0.005
847.5,0.005
848.0,0.005
848.5,0.005
849.0,0.005
849.5,0.005
850.0,0.005
850.5,0.005
851.0,0.005
851.5,0.005
852.0,0.005
852.5,0.005
853.0,0.005
853.5,0.005
854.0,0.005
854.5,0.005
855.0,0.006
855.5,0.006
856.0,0.006
856.5,0.005
857.0,0.006
857.5,0.005
858.0,0.005
858.5,0.005
859.0,0.005
859.5,0.005
860.0,0.005
860.5,0.005
861.0,0.005
861.5,0.005
862.0,0.005
862.5,0.006
863.0,0.005
863.5,0.005
864.0,0.005
864.5,0.005
865.0,0.006
865.5,0.006
866.0,0.006
866.5,0.006
867.0,0.005
867.5,0.006
868.0,0.006
868.5,0.006
869.0,0.006
869.5,0.005
870.0,0.005
870.5,0.006
871.0,0.006
871.5,0.007
872.0,0.007
872.5,0.005
873.0,0.005
873.5,0.004
874.0,0.005
874.5,0.006
875.0,0.007
875.5,0.006
876.0,0.006
876.5,0.005
877.0,0.006
877.5,0.006
878.0,0.007
878.5,0.007
879.0,0.006
879.5,0.005
880.0,0.006
880.5,0.005
881.0,0.005
881.5,0.005
882.0,0.006
882.5,0.007
883.0,0.007
883.5,0.006
884.0,0.006
884.5,0.005
885.0,0.005
885.5,0.006
886.0,0.008
886.5,0.007
887.0,0.005
887.5,0.004
888.0,0.004
888.5,0.004
889.0,0.004
889.5,0.005
890.0,0.005
890.5,0.007
891.0,0.007
891.5,0.008
892.0,0.007
892.5,0.008
893.0,0.007
893.5,0.005
894.0,0.005
894.5,0.005
895.0,0.006
895.5,0.006
896.0,0.006
896.5,0.007
897.0,0.004
897.5,0.005
898.0,0.005
898.5,0.006
899.0,0.004
899.5,0.002
900.0,0.001
