Wavelength (nm),Absorbance,"Energy, eV",Direct transition,Indirect transition
190.0,3.565,6.526315789473684,541.3214504155125,4.823516952336094
190.5,3.707,6.509186351706036,582.2353668657559,4.912184219445996
191.0,3.82,6.492146596858639,615.0400000000001,4.979959839195493
191.5,3.764,6.4751958224543085,594.0254380246644,4.936865106088884
192.0,3.811,6.458333333333333,605.785411501736,4.961119665290622
192.5,3.808,6.441558441558442,601.6941402975207,4.952721932983372
193.0,3.745,6.424870466321243,578.9384531128352,4.905215581029346
193.5,3.724,6.40826873385013,569.5092420354013,4.885119524111757
194.0,3.738,6.391752577319588,570.8453984057818,4.887982317277817
194.5,4.043,6.375321336760925,664.3724908611496,5.076950281864539
195.0,3.984,6.358974358974359,641.8193511005917,5.033304465870692
195.5,3.973,6.342710997442455,635.0193761265297,5.0199194010301476
196.0,3.829,6.326530612244898,586.816018367347,4.921817318256105
196.5,3.894,6.310432569974555,603.8237003438029,4.957098387916153
197.0,3.974,6.2944162436548226,625.7007038985804,5.0014008189990395
197.5,4.089,6.2784810126582276,659.0879802493191,5.066824336876057
198.0,4.155,6.262626262626263,677.1034802571168,5.101099109134434
198.5,4.132,6.246851385390428,666.2588238590436,5.080550159621815
199.0,4.114,6.231155778894473,657.1519368096766,5.063099334831567
199.5,4.061,6.215538847117794,637.1233901696596,5.024072377876871
200.0,4.135,6.2,657.255769,5.063299319613645
200.5,4.067,6.184538653366584,632.6491971169336,5.015228679057606
201.0,4.123,6.169154228855722,646.960737367887,5.043354328774862
201.5,4.134,6.153846153846154,647.1936000000003,5.043808085167397
202.0,4.28,6.138613861386139,690.2845760219587,5.125745538624862
202.5,4.238,6.1234567901234565,673.4652940563939,5.094233001791655
203.0,4.201,6.108374384236453,658.5013316896792,5.065696476120271
203.5,4.173,6.093366093366093,646.5636914294683,5.042580362038537
204.0,4.142,6.078431372549019,633.8744176855057,5.0176551042392346
204.5,4.157,6.06356968215159,635.3555012798824,5.020583548623024
205.0,4.136,6.048780487804878,625.8881201570495,5.0017752945890095
205.5,4.233,6.034063260340632,652.4034588097392,5.053928153527896
206.0,4.293,6.019417475728155,667.7758465076822,5.0834397039112185
206.5,4.329,6.004842615012106,675.7381367446604,5.098525637906257
207.0,4.321,5.990338164251208,669.9944605848443,5.087656750187602
207.5,4.352,5.975903614457831,676.370942439251,5.099718867753445
208.0,4.308,5.961538461538462,659.5809284023668,5.067771471989211
208.5,4.299,5.947242206235012,653.6814215413283,5.0564013136423736
209.0,4.24,5.9330143540669855,632.8233730912755,5.015573831701017
209.5,4.249,5.918854415274463,632.4828848685072,5.014899042902179
210.0,4.218,5.904761904761905,620.3230680816328,4.990619772561892
210.5,4.216,5.890736342042755,616.7943323632795,4.983507240694275
211.0,4.255,5.876777251184834,625.2843925338605,5.0005686880385385
211.5,4.296,5.862884160756501,634.3824681655852,5.018660215098242
212.0,4.305,5.849056603773585,634.0419019223922,5.017986516447138
212.5,4.273,5.8352941176470585,621.714916327197,4.99341684267455
213.0,4.287,5.821596244131455,622.8609882166236,4.9957164750005125
213.5,4.306,5.807962529274005,625.4544151199207,5.000908582553161
214.0,4.335,5.794392523364486,630.9486671325006,5.011855104528167
214.5,4.345,5.7808857808857805,630.9113477975014,5.01178099261617
215.0,4.343,5.767441860465116,627.402304,5.004797698209189
215.5,4.351,5.7540603248259865,626.797113658949,5.00359035826454
216.0,4.349,5.7407407407407405,623.3251975651577,4.996647023903278
216.5,4.368,5.727482678983834,625.8825284128669,5.001764122967154
217.0,4.314,5.714285714285714,607.6929306122449,4.965020500605065
217.5,4.294,5.7011494252873565,599.3064170928789,4.947801090604179
218.0,4.273,5.6880733944954125,590.7397144684788,4.930024098792915
218.5,4.313,5.675057208237987,599.1001164461247,4.947375237348632
219.0,4.325,5.662100456621005,599.6907695836202,4.948594191776675
219.5,4.332,5.649202733485193,598.8957305617964,4.946953228145366
220.0,4.351,5.636363636363637,601.417658214876,4.952152883526334
220.5,4.379,5.62358276643991,606.4235704588109,4.962425710702415
221.0,4.388,5.610859728506787,606.1666807477324,4.961900088543478
221.5,4.372,5.598194130925508,599.0405421357563,4.947252241437293
222.0,4.359,5.585585585585585,592.804046457268,4.934325441999905
